Entry	Status	Gene names
Q9HA38	reviewed	ZMAT3 PAG608 WIG1
P52744	reviewed	ZNF138
Q86WZ6	reviewed	ZNF227
Q13398	reviewed	ZNF211
P30291	reviewed	WEE1
Q8N8Z8	reviewed	ZNF441
Q9H598	reviewed	SLC32A1 VGAT VIAAT
P0C7X5	reviewed	ZNF806
Q06730	reviewed	ZNF33A KIAA0065 KOX31 ZNF11 ZNF11A ZNF33
Q9BUY5	reviewed	ZNF426
Q9HCZ1	reviewed	ZNF334
B1APH4	reviewed	ZNF487 KRBO1 ZNF487P
Q14592	reviewed	ZNF460 ZNF272
Q6ZNC4	reviewed	ZNF704
Q9ULD5	reviewed	ZNF777 KIAA1285
Q8N446	reviewed	ZNF843
Q96SR6	reviewed	ZNF382
Q8TD17	reviewed	ZNF398 KIAA1339 ZER6
Q9BYP7	reviewed	WNK3 KIAA1566 PRKWNK3
Q5W150	reviewed	
Q8N8J6	reviewed	ZNF615
P0CW01	reviewed	TSPY10
Q96N58	reviewed	ZNF578
A6NJL1	reviewed	ZSCAN5B
Q8N6N2	reviewed	TTC9B
Q9NX65	reviewed	ZSCAN32 ZNF434 HCCS5
Q86TV6	reviewed	TTC7B TTC7L1
Q9Y277	reviewed	VDAC3
P63129	reviewed	ERVK-24
P11473	reviewed	VDR NR1I1
P12018	reviewed	VPREB1 VPREB
Q9BRG1	reviewed	VPS25 DERP9 EAP20
Q8IV63	reviewed	VRK3
P02774	reviewed	GC
P51809	reviewed	VAMP7 SYBL1
Q9H4T2	reviewed	ZSCAN16 ZNF392 ZNF435
Q8NBB4	reviewed	ZSCAN1
Q9BZ97	reviewed	TTTY13 TTY13
P63124	reviewed	HERV-K104
Q9Y487	reviewed	ATP6V0A2
Q9P1D8	reviewed	PRO2289
A8MXK9	reviewed	
Q6ZRU5	reviewed	
Q96MV1	reviewed	TLCD4 TMEM56
Q5QJE6	reviewed	DNTTIP2 ERBP TDIF2
Q4W5P6	reviewed	TMEM155
O75643	reviewed	SNRNP200 ASCC3L1 HELIC2 KIAA0788
Q8N377	reviewed	
A8MVM7	reviewed	
Q6ZSR9	reviewed	
Q5DID0	reviewed	UMODL1
Q9NZ43	reviewed	USE1 USE1L MDS032
P60604	reviewed	UBE2G2
Q9UHU1	reviewed	PRO1716
A0A0A6YYD4	reviewed	TRBV13
Q6ZU65	reviewed	UBN2 KIAA2030
Q9BXU3	reviewed	TEX13A
Q13105	reviewed	ZBTB17 MIZ1 ZNF151 ZNF60
Q9Y330	reviewed	ZBTB12 C6orf46 G10 NG35
Q969E3	reviewed	UCN3 SPC
Q9HAW8	reviewed	UGT1A10 GNT1 UGT1
Q9Y4X1	reviewed	UGT2A1 UGT2A2
P30530	reviewed	AXL UFO
Q6PCB0	reviewed	VWA1
A8MWP4	reviewed	
Q9Y5J7	reviewed	TIMM9 TIM9 TIM9A TIMM9A
P57738	reviewed	TCTA
E7ETH6	reviewed	ZNF587B
Q8NA23	reviewed	WDR31
Q8NF64	reviewed	ZMIZ2 KIAA1886 ZIMP7 HRIHFB2007
Q12901	reviewed	ZNF155
Q9BY10	reviewed	SLC46A2 TSCOT
Q9H9D4	reviewed	ZNF408 PFM14 PRDM17
Q8IYB9	reviewed	ZNF595
Q8TA94	reviewed	ZNF563
Q5EBL2	reviewed	ZNF628
P17039	reviewed	ZNF30 KOX28
O75123	reviewed	ZNF623 KIAA0628
Q6AZW8	reviewed	ZNF660
Q7Z739	reviewed	YTHDF3
Q96N46	reviewed	TTC14 KIAA1980 UNQ5813/PRO19630
Q5W5X9	reviewed	TTC23 HCC8
Q96GT9	reviewed	XAGE2 GAGED3 XAGE2B
Q9P1C3	reviewed	PRO2829
Q8WWM1	reviewed	XAGE5 GAGED5
Q9C0H2	reviewed	TTYH3 KIAA1691
Q52LC2	reviewed	ATP6AP1L
Q16864	reviewed	ATP6V1F ATP6S14 VATF
Q96LB4	reviewed	ATP6V1G3 ATP6G3
Q8IUC6	reviewed	TICAM1 PRVTIRB TRIF
Q9NUA8	reviewed	ZBTB40 KIAA0478
O43829	reviewed	ZBTB14 ZFP161 ZNF478
A8MUA0	reviewed	
P55851	reviewed	UCP2 SLC25A8
P55089	reviewed	UCN
O94888	reviewed	UBXN7 KIAA0794 UBXD7
O15060	reviewed	ZBTB39 KIAA0352
Q8N1Y9	reviewed	
Q9UPT8	reviewed	ZC3H4 C19orf7 KIAA1064
Q6PEW1	reviewed	ZCCHC12 SIZN1
Q6UWM9	reviewed	UGT2A3 UNQ2559/PRO6239
P37275	reviewed	ZEB1 AREB6 TCF8
Q7Z3T8	reviewed	ZFYVE16 KIAA0305
Q7RTX0	reviewed	TAS1R3 T1R3 TR3
Q969J2	reviewed	ZKSCAN4 ZNF307 ZNF427
Q5VTH9	reviewed	WDR78
A8MV65	reviewed	VGLL3
Q14584	reviewed	ZNF266 KIAA2007
Q8IUA0	reviewed	WFDC8 C20orf170 WAP8
O75373	reviewed	ZNF737 ZNF102
Q09FC8	reviewed	ZNF415
O94892	reviewed	ZNF432 KIAA0798
Q00341	reviewed	HDLBP HBP VGL
Q9H7X3	reviewed	ZNF696
Q3KNS6	reviewed	ZNF829
Q9ULM2	reviewed	ZNF490 KIAA1198
Q96C28	reviewed	ZNF707
Q9H963	reviewed	ZNF702P ZNF702
P10072	reviewed	ZNF875 HKR1
Q6ZMS4	reviewed	ZNF852
P0CJ78	reviewed	ZNF865
Q9P2S5	reviewed	WRAP73 WDR8
Q6UXV3	reviewed	UNQ6126/PRO20091
B9ZVM9	reviewed	TCP10L2
A0A0J9YXM7	reviewed	TRBJ1-5
Q15560	reviewed	TCEA2
O75445	reviewed	USH2A
Q8NBM4	reviewed	UBAC2 PHGDHL1 PSEC0110
Q9BRU9	reviewed	UTP23 C8orf53
Q13454	reviewed	TUSC3 N33
O00755	reviewed	WNT7A
Q4V348	reviewed	ZNF658B
Q9H6R7	reviewed	WDCP C2orf44 PP384
Q8TAG6	reviewed	VXN C8orf46
Q6IQ21	reviewed	ZNF770
Q5HY98	reviewed	ZNF766
Q9Y4E5	reviewed	ZNF451 COASTER KIAA0576 KIAA1702
A6NP11	reviewed	ZNF716
Q8WZ26	reviewed	PP6455
P13051	reviewed	UNG DGU UNG1 UNG15
P17031	reviewed	ZNF26 KOX20
Q6ZNH5	reviewed	ZNF497
Q86T29	reviewed	ZNF605
Q15940	reviewed	ZNF726P1 ZNF67 ZNF67P
P51522	reviewed	ZNF83 ZNF816B
Q9HAH1	reviewed	ZNF556
Q19AV6	reviewed	ZSWIM7 SWS1
P98169	reviewed	ZXDB
Q96LW9	reviewed	ZSCAN31 ZNF310P ZNF323
Q96SZ4	reviewed	ZSCAN10 ZNF206
Q05940	reviewed	SLC18A2 SVMT VMAT2
Q15542	reviewed	TAF5 TAF2D
Q9HAT2	reviewed	SIAE YSG2
Q99832	reviewed	CCT7 CCTH NIP7-1
Q9NRJ4	reviewed	TULP4 KIAA1397 TUBL4 TUSP
Q8N831	reviewed	TSPYL6
A0A0B4J240	reviewed	TRAV10
Q6ZRM9	reviewed	
Q9H869	reviewed	YY1AP1 HCCA2 YY1AP
P42681	reviewed	TXK PTK4 RLK
Q7Z7L7	reviewed	ZER1 C9orf60 ZYG ZYG11BL
Q9Y2W2	reviewed	WBP11 NPWBP SIPP1 SNP70
Q12768	reviewed	WASHC5 KIAA0196
Q9UII5	reviewed	ZNF107 ZFD25 ZNF588
Q14929	reviewed	ZNF169
O14628	reviewed	ZNF195 ZNFP104
Q6UXN9	reviewed	WDR82 TMEM113 WDR82A UNQ9342/PRO34047
Q9H967	reviewed	WDR76
Q9NNW5	reviewed	WDR6
Q6ZMY6	reviewed	WDR88 PQWD
Q7L3S4	reviewed	ZNF771
Q96N22	reviewed	ZNF681
Q8N7Q3	reviewed	ZNF676
Q7Z2F6	reviewed	ZNF720
Q9Y2P0	reviewed	ZNF835
P17014	reviewed	ZNF12 GIOT3 KOX3 ZNF325
Q6ZNA1	reviewed	ZNF836
O75351	reviewed	VPS4B SKD1 VPS42 MIG1
Q96N03	reviewed	VSTM2L C20orf102
O95183	reviewed	VAMP5 HSPC191
Q6EMB2	reviewed	TTLL5 KIAA0998 STAMP
Q9BZA0	reviewed	TTTY10 TTY10
P63131	reviewed	ERVK-7
Q8NAQ8	reviewed	
Q9NRW7	reviewed	VPS45 VPS45A VPS45B
Q6ZRG5	reviewed	
P0DPA2	reviewed	VSIG8 C1orf204
P0C264	reviewed	SBK3 SGK110
Q9Y336	reviewed	SIGLEC9 UNQ668/PRO1302
P0DMN0	reviewed	SULT1A4
Q9HBF5	reviewed	ST20 HCCS1
A6NIM6	reviewed	SLC15A5
P51580	reviewed	TPMT
O76054	reviewed	SEC14L2 C22orf6 KIAA1186 KIAA1658
Q86T82	reviewed	USP37 KIAA1594
Q70CQ4	reviewed	USP31 KIAA1203
P20231	reviewed	TPSB2 TPS2
Q15915	reviewed	ZIC1 ZIC ZNF201
P15622	reviewed	ZNF250 ZNF647
P52747	reviewed	ZNF143 SBF STAF
Q8N5D0	reviewed	WDTC1 KIAA1037
Q8TF68	reviewed	ZNF384 CAGH1 CIZ NMP4 TNRC1
Q8WWY7	reviewed	WFDC12 C20orf122 WAP2 UNQ544/PRO844
Q5T5D7	reviewed	ZNF684
Q96GE5	reviewed	ZNF799 ZNF842
Q8NEX6	reviewed	WFDC11 WAP11
Q9NX07	reviewed	TRNAU1AP SECP43 TRSPAP1
Q86UD4	reviewed	ZNF329
P08670	reviewed	VIM
P18206	reviewed	VCL
Q8IVC4	reviewed	ZNF584
P13682	reviewed	ZNF35
P17035	reviewed	ZNF28 KOX24
Q86UF1	reviewed	TSPAN33 PEN
O95858	reviewed	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311
Q5T7W0	reviewed	ZNF618 KIAA1952
P41732	reviewed	TSPAN7 A15 DXS1692E MXS1 TM4SF2
Q8NB50	reviewed	ZFP62
Q96T88	reviewed	UHRF1 ICBP90 NP95 RNF106
Q9H4I2	reviewed	ZHX3 KIAA0395 TIX1
C9JPN9	reviewed	USP17L12
O75541	reviewed	ZNF821
P59923	reviewed	ZNF445 ZFP445 ZKSCAN15 ZNF168
Q6ZSZ6	reviewed	TSHZ1 SDCCAG33 TSH1
P17030	reviewed	ZNF25 KOX19
Q6ZR52	reviewed	ZNF493
Q9Y2H8	reviewed	ZNF510 KIAA0972
P17020	reviewed	ZNF16 HZF1 KOX9
Q96C55	reviewed	ZNF524
O43361	reviewed	ZNF749
Q8IZ26	reviewed	ZNF34 KOX32
Q96JF6	reviewed	ZNF594 KIAA1871
Q03923	reviewed	ZNF85
Q15937	reviewed	ZNF79
O43257	reviewed	ZNHIT1 CGBP1 ZNFN4A1
Q5MNZ6	reviewed	WDR45B WDR45L WIPI3
Q9Y5A9	reviewed	YTHDF2 HGRG8
Q3SXZ7	reviewed	TTLL9 C20orf125
Q9ULE0	reviewed	WWC3 KIAA1280
Q9BXE9	reviewed	VN1R3 V1RL3 FKSG46
O14598	reviewed	VCY BPY1 VCY1A; VCY1B BPY1B
O60688	reviewed	YPEL1 FKSG3
Q96QA6	reviewed	YPEL2 FKSG4
Q15906	reviewed	VPS72 TCFL1 YL1
A8MZ25	reviewed	
P58304	reviewed	VSX2 CHX10 HOX10
Q8IW00	reviewed	VSTM4 C10orf72
Q9BWV7	reviewed	TTLL2 C6orf104
O95159	reviewed	ZFPL1
Q9BZM5	reviewed	ULBP2 N2DL2 RAET1H UNQ463/PRO791
P52739	reviewed	ZNF131
Q9UIE0	reviewed	ZNF230 FDZF2
Q14593	reviewed	ZNF273
Q9HC57	reviewed	WFDC1 PS20
P09327	reviewed	VIL1 VIL
Q6UXU0	reviewed	UNQ9165/PRO28630
P98066	reviewed	TNFAIP6 TSG6
Q96CX3	reviewed	ZNF501 ZNF52
P17028	reviewed	ZNF24 KOX17 ZNF191 ZSCAN3
Q75MW2	reviewed	ZNF767P ZNF767
P36508	reviewed	ZNF76 D6S229E ZNF523
O60636	reviewed	TSPAN2
A6NKD2	reviewed	TSPY2 TSPYQ1
Q8NBZ7	reviewed	UXS1 UNQ2538/PRO6079
P17026	reviewed	ZNF22 KOX15 KROX26
O15535	reviewed	ZSCAN9 ZNF193 PIG12
Q8NA56	reviewed	TTC29
Q9NNW7	reviewed	TXNRD2 KIAA1652 TRXR2
Q96QD9	reviewed	FYTTD1 UIF
Q9HBF4	reviewed	ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436
O15342	reviewed	ATP6V0E1 ATP6H ATP6V0E
Q99437	reviewed	ATP6V0B ATP6F
Q93050	reviewed	ATP6V0A1 ATP6N1 ATP6N1A VPP1
Q8N6K4	reviewed	
Q96AJ9	reviewed	VTI1A
Q6UX27	reviewed	VSTM1 UNQ3033/PRO9835
Q96AE7	reviewed	TTC17
Q9NYU1	reviewed	UGGT2 UGCGL2 UGT2
Q9HBM0	reviewed	VEZT
Q96PU4	reviewed	UHRF2 NIRF RNF107
Q8N1W2	reviewed	ZNF710
Q6UXZ4	reviewed	UNC5D KIAA1777 UNC5H4 UNQ6012/PRO34692
O95780	reviewed	ZNF682
Q68DY9	reviewed	ZNF772
Q8WTZ3	reviewed	
Q8N4W9	reviewed	ZNF808
A6NLP5	reviewed	TTC36 HBP21
Q5BKY6	reviewed	
A8MT66	reviewed	
Q8TCH9	reviewed	
P42768	reviewed	WAS IMD2
P0DKX0	reviewed	ZNF728
Q0VGE8	reviewed	ZNF816 ZNF816A
P51815	reviewed	ZNF75D ZNF75 ZNF82
Q9NZC7	reviewed	WWOX FOR SDR41C1 WOX1
O95405	reviewed	ZFYVE9 MADHIP SARA SMADIP
O00401	reviewed	WASL
Q9H0C1	reviewed	ZMYND12
Q15928	reviewed	ZNF141 D4S90
P17025	reviewed	ZNF182 KOX14 ZNF21
Q3MJ13	reviewed	WDR72
Q96MX6	reviewed	WDR92
O60281	reviewed	ZNF292 KIAA0530
Q8TAW3	reviewed	ZNF671
Q5SXM1	reviewed	ZNF678
Q6ZMW2	reviewed	ZNF782
Q2M1K9	reviewed	ZNF423 KIAA0760 NPHP14 OAZ
Q9NW07	reviewed	ZNF358
Q96N38	reviewed	ZNF714
Q8TEU8	reviewed	WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996
Q8NEM1	reviewed	ZNF680
Q8N8E2	reviewed	ZNF513
Q08AN1	reviewed	ZNF616
Q0IIN9	reviewed	ZNF252P-AS1 C8orf77
O15014	reviewed	ZNF609 KIAA0295
Q86UE3	reviewed	ZNF546 ZNF49
Q5T9L3	reviewed	WLS C1orf139 GPR177 UNQ85/PRO18667
P10073	reviewed	ZSCAN22 HKR2 ZNF50
Q15942	reviewed	ZYX
Q6P2S7	reviewed	TTC41P GNN
Q6PGP7	reviewed	TTC37 KIAA0372
Q96GC9	reviewed	VMP1 TDC1 TMEM49 HSPC292
P47992	reviewed	XCL1 LTN SCYC1
Q86V25	reviewed	VASH2 VASHL
P15313	reviewed	ATP6V1B1 ATP6B1 VATB VPP3
Q4G0F5	reviewed	VPS26B
Q9H267	reviewed	VPS33B
P52735	reviewed	VAV2
Q9UBQ0	reviewed	VPS29 DC15 DC7 MDS007
P61236	reviewed	YPEL3 FKSG5
Q86Y07	reviewed	VRK2
Q9UEU0	reviewed	VTI1B VTI1 VTI1L VTI1L1 VTI2
Q16572	reviewed	SLC18A3 VACHT
Q9Y4E1	reviewed	WASHC2C FAM21C KIAA0592 VPEF
Q8N6M9	reviewed	ZFAND2A
Q9NX94	reviewed	WBP1L C10orf26 OPA1L
P47901	reviewed	AVPR1B AVPR3 VPR3
A8MX80	reviewed	
Q9UPY6	reviewed	WASF3 KIAA0900 SCAR3 WAVE3
Q8N141	reviewed	ZFP82 KIAA1948 ZNF545
Q86YA3	reviewed	ZGRF1 C4orf21
Q9ULJ6	reviewed	ZMIZ1 KIAA1224 RAI17 ZIMP10
Q8IV35	reviewed	WDR49
P17041	reviewed	ZNF32 KOX30
Q96MN9	reviewed	ZNF488
Q6NX45	reviewed	ZNF774
Q6P9A1	reviewed	ZNF530 KIAA1508
Q9UJT2	reviewed	TSKS STK22S1 TSKS1
P51523	reviewed	ZNF84
O75954	reviewed	TSPAN9 NET5
Q9Y3S1	reviewed	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13
Q6P3X3	reviewed	TTC27
Q8NEE8	reviewed	TTC16
Q96A05	reviewed	ATP6V1E2 ATP6E1 ATP6EL2 ATP6V1EL2
Q8IZU2	reviewed	WDR17
Q96S15	reviewed	WDR24 C16orf21 JFP7
Q96NC0	reviewed	ZMAT2
P17029	reviewed	ZKSCAN1 KOX18 ZNF139 ZNF36
Q9H091	reviewed	ZMYND15
Q16600	reviewed	ZNF239 HOK2 MOK2
Q9UK13	reviewed	ZNF221
O14771	reviewed	ZNF213 ZKSCAN21
Q9Y4E6	reviewed	WDR7 KIAA0541 TRAG
Q96C45	reviewed	ULK4
Q9UK10	reviewed	ZNF225
Q96NJ3	reviewed	ZNF285 ZNF285A
Q96RE9	reviewed	ZNF300
A6NN14	reviewed	ZNF729
Q96H86	reviewed	ZNF764
P17021	reviewed	ZNF17 KIAA1947 KOX10
Q9NRE2	reviewed	TSHZ2 C20orf17 TSH2 ZNF218
Q14508	reviewed	WFDC2 HE4 WAP5
Q7RTV3	reviewed	ZNF367 ZFF29
Q86UQ0	reviewed	ZNF589 SZF1
Q8TAD4	reviewed	SLC30A5 ZNT5 ZNTL1 ZTL1 UNQ863/PRO1879
Q99726	reviewed	SLC30A3 ZNT3
P32241	reviewed	VIPR1
Q86YE8	reviewed	ZNF573
Q9Y4P8	reviewed	WIPI2 CGI-50
Q8IWU4	reviewed	SLC30A8 ZNT8
O76076	reviewed	WISP2 CCN5 CT58 CTGFL UNQ228/PRO261
Q9H7M9	reviewed	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412
Q9Y2D9	reviewed	ZNF652 KIAA0924
P60852	reviewed	ZP1
Q9H1J7	reviewed	WNT5B
Q8NDW8	reviewed	TTC21A STI2
Q05996	reviewed	ZP2 ZPA
Q5JVG8	reviewed	ZNF506
Q8NHE4	reviewed	ATP6V0E2 ATP6V0E2L C7orf32
Q9GZV5	reviewed	WWTR1 TAZ
Q6GPH4	reviewed	XAF1 BIRC4BP XIAPAF1
Q5I0X7	reviewed	TTC32
P0CG00	reviewed	ZSCAN5DP ZSCAN5D
Q5FWF4	reviewed	ZRANB3
Q8N841	reviewed	TTLL6 TTL.6
Q7Z7G8	reviewed	VPS13B CHS1 COH1 KIAA0532
Q6ZQY7	reviewed	
Q8NEY4	reviewed	ATP6V1C2
P19320	reviewed	VCAM1
P63127	reviewed	ERVK-9
P63120	reviewed	ERVK-19
Q6NVV7	reviewed	CDPF1 C22orf40
Q9Y678	reviewed	COPG1 COPG
Q9UKA4	reviewed	AKAP11 AKAP220 KIAA0629
Q96T59	reviewed	CDRT15
P30049	reviewed	ATP5F1D ATP5D
Q96H22	reviewed	CENPN C16orf60 ICEN32 BM-309
Q66K79	reviewed	CPZ
O75828	reviewed	CBR3
Q96KV6	reviewed	BTN2A3P BTN2A3
Q8N163	reviewed	CCAR2 DBC1 KIAA1967
P05108	reviewed	CYP11A1 CYP11A
Q86WX3	reviewed	RPS19BP1 AROS
P56211	reviewed	ARPP19
Q6ZP98	reviewed	C16orf47
Q8NI28	reviewed	LINC01006 C7orf13 MY040
Q99675	reviewed	CGRRF1 CGR19 RNF197
Q4G0X9	reviewed	CCDC40 KIAA1640
Q96NL8	reviewed	C8orf37 smalltalk
Q96MW1	reviewed	CCDC43
Q96M95	reviewed	CCDC42 CCDC42A
A2RUB6	reviewed	CCDC66
O15144	reviewed	ARPC2 ARC34 PRO2446
Q6UXH8	reviewed	CCBE1 KIAA1983 UNQ1921/PRO4395
Q96Q42	reviewed	ALS2 ALS2CR6 KIAA1563
P14091	reviewed	CTSE
Q96LL4	reviewed	C8orf48
Q6P1X6	reviewed	C8orf82
Q9NR16	reviewed	CD163L1 CD163B M160 UNQ6434/PRO23202
Q9UEY8	reviewed	ADD3 ADDL
Q8TF44	reviewed	C2CD4C FAM148C KIAA1957 NLF3
A6NKF2	reviewed	ARID3C
Q06432	reviewed	CACNG1 CACNLG
B2RNN3	reviewed	C1QTNF9B
Q9UHI8	reviewed	ADAMTS1 KIAA1346 METH1
Q9P296	reviewed	C5AR2 C5L2 GPR77
P08243	reviewed	ASNS TS11
Q96KX1	reviewed	C4orf36
Q86Y37	reviewed	CACUL1 C10orf46 CAC1
P06280	reviewed	GLA
P38432	reviewed	COIL CLN80
Q53H12	reviewed	AGK MULK
Q8N126	reviewed	CADM3 IGSF4B NECL1 SYNCAM3 TSLL1 UNQ225/PRO258
Q96K78	reviewed	ADGRG7 GPR128
P60033	reviewed	CD81 TAPA1 TSPAN28
O96024	reviewed	B3GALT4 GALT4
P21926	reviewed	CD9 MIC3 TSPAN29 GIG2
P56748	reviewed	CLDN8 UNQ779/PRO1573
Q96Q40	reviewed	CDK15 ALS2CR7 PFTK2
Q9NRL2	reviewed	BAZ1A ACF1 WCRF180 HSPC317
P18085	reviewed	ARF4 ARF2
P56880	reviewed	CLDN20
O75153	reviewed	CLUH KIAA0664
Q16520	reviewed	BATF
Q92624	reviewed	APPBP2 KIAA0228 PAT1
Q7LFX5	reviewed	CHST15 BRAG GALNAC4S6ST KIAA0598
Q1MSJ5	reviewed	CSPP1 CSPP
Q9P2X8	reviewed	LINC00474 C9orf27
A6NHY6	reviewed	C9orf118
Q5T035	reviewed	C9orf129
Q3KR37	reviewed	GRAMD1B KIAA1201 UNQ3032/PRO9834
B1AMM8	reviewed	LINC00587 C9orf107
Q9Y3D0	reviewed	CIAO2B CIAB FAM96B MIP18 CGI-128 HSPC118
O60312	reviewed	ATP10A ATP10C ATPVA ATPVC KIAA0566
Q5JTZ5	reviewed	C9orf152
Q5TBE3	reviewed	C9orf153
Q9Y276	reviewed	BCS1L BCS1
Q9H175	reviewed	CSRNP2 C12orf22 FAM130A1 TAIP12
O43155	reviewed	FLRT2 KIAA0405 UNQ232/PRO265
Q8WYN3	reviewed	CSRNP3 FAM130A2 TAIP2
Q4VNC0	reviewed	ATP13A5 UNQ488/PRO1004
Q8IYS8	reviewed	BOD1L2 BOD1P FAM44C
Q96AE4	reviewed	FUBP1
P50461	reviewed	CSRP3 CLP MLP
Q8N365	reviewed	CIART C1orf51
Q9BQ75	reviewed	CMSS1 C3orf26
Q9NZU0	reviewed	FLRT3 KIAA1469 UNQ856/PRO1865
Q9H112	reviewed	CST11 CST8L
O94925	reviewed	GLS GLS1 KIAA0838
O75838	reviewed	CIB2 KIP2
Q969W3	reviewed	FAM104A
Q96Q77	reviewed	CIB3 KIP3
Q5XKR9	reviewed	FAM104B CXorf44
Q5W188	reviewed	CST9LP1
Q4KMX7	reviewed	FAM106A
Q5W186	reviewed	CST9 CLM CTES7A
Q9BUT1	reviewed	BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933
P50993	reviewed	ATP1A2 KIAA0778
Q02338	reviewed	BDH1 BDH SDR9C1
P13637	reviewed	ATP1A3
Q05048	reviewed	CSTF1
Q86VU5	reviewed	COMTD1 UNQ766/PRO1558
P33240	reviewed	CSTF2
P50502	reviewed	ST13 AAG2 FAM10A1 HIP SNC6
Q8NFI4	reviewed	ST13P5 FAM10A5
Q8NCW6	reviewed	GALNT11
Q9H114	reviewed	CSTL1
Q8IYT2	reviewed	CMTR2 AFT FTSJD1
P14415	reviewed	ATP1B2
P23560	reviewed	BDNF
Q8IXK2	reviewed	GALNT12
Q4W4Y0	reviewed	C14orf28 DRIP1
Q86TU6	reviewed	LINC00523 C14orf70
Q8TC76	reviewed	FAM110B C8orf72
Q86U02	reviewed	LINC00596 C14orf165
Q9UN42	reviewed	ATP1B4
Q8IUC8	reviewed	GALNT13 KIAA1918
Q8N769	reviewed	C14orf178
A6H8Y1	reviewed	BDP1 KIAA1241 KIAA1689 TFNR
Q96AQ7	reviewed	CIDEC FSP27
Q8TAY7	reviewed	FAM110D GRRP1
Q96PZ2	reviewed	FAM111A KIAA1895
Q8N428	reviewed	GALNT16 GALNTL1 KIAA1130
Q3B7T3	reviewed	BEAN1
Q9NRY5	reviewed	FAM114A2 C5orf3
Q6IS24	reviewed	GALNT17 WBSCR17
Q9C073	reviewed	FAM117A
P16615	reviewed	ATP2A2 ATP2B
Q9BR46	reviewed	C20orf78
Q9H1P6	reviewed	C20orf85
Q8IW19	reviewed	APLF C2orf13 PALF XIP1
P51693	reviewed	APLP1
Q9NWS6	reviewed	FAM118A C22orf8
P62633	reviewed	CNBP RNF163 ZNF9
Q9BPY3	reviewed	FAM118B
Q15021	reviewed	NCAPD2 CAPD2 CNAP1 KIAA0159
Q9UGB4	reviewed	C20orf187
Q9NUB4	reviewed	C20orf141
Q9H4R4	reviewed	NCOR1P1 C20orf191
Q9BQM9	reviewed	C20orf144
A2VDF0	reviewed	FUOM C10orf125
Q8NBC4	reviewed	C20orf203
Q9BPX3	reviewed	NCAPG CAPG NYMEL3
Q8NHU0	reviewed	CT45A3 CT45-3 CT45-4 CT45A4
O96005	reviewed	CLPTM1
Q6IBW4	reviewed	NCAPH2 CAPH2
P0DMV0	reviewed	CT45A7
Q8TBG4	reviewed	ETNPPL AGXT2L1
P0C2W7	reviewed	CT47B1 CT47.13
Q5T036	reviewed	FAM120AOS C9orf10OS
Q5T5X7	reviewed	BEND3 KIAA1553
Q6ZU67	reviewed	BEND4 CCDC4
P24539	reviewed	ATP5PB ATP5F1
Q9BYD5	reviewed	CNFN
P02647	reviewed	APOA1
Q9BTY2	reviewed	FUCA2 PSEC0151 UNQ227/PRO260
Q8WUE5	reviewed	CT55 CXorf48
Q7Z4Y8	reviewed	ATP5MGL ATP5K2 ATP5L2
Q9ULK2	reviewed	ATXN7L1 ATXN7L4 KIAA1218
Q8N1M1	reviewed	BEST3 VMD2L3
Q8IV77	reviewed	CNGA4
Q9NPC3	reviewed	CCNB1IP1 C14orf18 HEI10
Q6Q788	reviewed	APOA5 RAP3 UNQ411/PRO773
P08519	reviewed	LPA
P02655	reviewed	APOC2 APC2
O75829	reviewed	CNMD CHMI LECT1 MYETS1
O75638	reviewed	CTAG2 ESO2 LAGE1
P05090	reviewed	APOD
Q9BVA6	reviewed	FICD HIP13 HYPE UNQ3041/PRO9857
Q96LI5	reviewed	CNOT6L CCR4B
P02649	reviewed	APOE
P49711	reviewed	CTCF
P14314	reviewed	PRKCSH G19P1
A5PLN7	reviewed	FAM149A MST119
Q9Y5B0	reviewed	CTDP1 FCP1
Q86WG3	reviewed	ATCAY KIAA1872
Q9ULM6	reviewed	CNOT6 CCR4 CCR4a KIAA1194
Q9BWW8	reviewed	APOL6 UNQ3095/PRO21341
O95236	reviewed	APOL3
Q92600	reviewed	CNOT9 RCD1 RQCD1
Q16619	reviewed	CTF1
P0C7A2	reviewed	FAM153B
Q5T2N8	reviewed	ATAD3C
Q9BV87	reviewed	CNPPD1 C2orf24 CDABP0125 CGI-57
O95466	reviewed	FMNL1 C17orf1 C17orf1B FMNL FRL1
P56555	reviewed	DSCR4 DCRB DSCRB
P05177	reviewed	CYP1A2
P57055	reviewed	RIPPLY3 DSCR6
P0CG42	reviewed	FAM157B
P0CG43	reviewed	FAM157C
Q96PY5	reviewed	FMNL2 FHOD2 KIAA1902
P15336	reviewed	ATF2 CREB2 CREBP1
P18848	reviewed	ATF4 CREB2 TXREB
P18545	reviewed	PDE6G PDEG
Q96A26	reviewed	FAM162A C3orf28 E2IG5 DC16 FWP001
Q9BXY8	reviewed	BEX2
Q9Y2D1	reviewed	ATF5 ATFX
Q9NWD9	reviewed	BEX4 BEXL1 NADE3
Q5T6X4	reviewed	FAM162B C6orf189
